% # columns="iter, evals, sigma, 0, fitness, xbest" seed=823375, Wed Dec  3 02:51:13 2025, <python>{}</python>
1 71 0.9845730951125494 0 15319.480969515633 -2.4066339105596337 0.43703614349664266 -0.42171236177939286 1.5972752602612856 0.18107905222609721 -0.7153162663530805 0.6129054759607975 1.7239249410276927 3.0772172388031955 -2.0398189994505573 -3.607751518827265 2.1291690506691334 0.9683124043766067 -2.2263630979179663 -0.5028734317913639 0.9711694183273278 2.6102865059574234 -1.854179579416705 -0.6012405892931795 -0.35176105931419627 0.9436402454446333 1.3554005078615354 1.8938892516761379 1.8038001795907719 0.724202909225306
2 142 1.0604760206223787 0 15319.160948588597 0.824214623427677 0.3805437894809809 0.8990823856148737 -1.0416673769916818 -2.309919337694918 -1.6184942931186475 0.026239433314684375 1.0186258332517646 1.2118519410679947 -2.195834877717213 -1.6498756331188305 3.5826129811019394 2.3126614444633677 -1.6513764803063538 0.39966999459601293 1.0386076947229705 1.0208539848888676 -0.9231268496197891 -1.5898213479478003 0.29606366479382507 2.5757519182771955 -1.3789230822085679 -1.9052414450343684 -0.4406711498703315 2.013083050763412
3 213 1.1610681932499425 0 15319.730701957684 0.31742176784545634 1.2086700723694068 -0.379038663689899 -1.0049487284268876 -1.248915987943139 0.710861667238608 0.35658946873118663 1.0547987269060006 3.179234533076436 -1.244643310994393 -0.9061251729986726 3.218525092821147 0.9433453482203555 -0.5999187637979819 0.9222582033427705 0.08904740584584508 1.0946131697134742 -1.7873954937590901 -1.4279857141326957 -0.22540178866430127 2.691159437556365 -1.4844838037125148 0.3646121236448251 1.0146110148401064 2.6235789698983663
4 284 1.355508416614328 0 15319.163034783787 1.4617935152869554 3.10361278863297 2.2528631055398987 -1.2414123784403666 -0.047749830591386155 1.5454123667070339 0.969337159658685 1.8525137858691059 2.648100568388784 -2.075772874727609 -2.2550125225108095 4.086260788361582 1.688290936899983 -1.689618910925174 0.35268077710648815 0.8974582806091286 1.5312425940546224 -1.4374885054672994 -1.7476420920569966 -2.0580056931969084 0.5707278324375418 0.7428062378470888 -4.0070744120589 1.2586246756459663 2.785760533753131
5 355 1.6030191806563798 0 15319.187583810048 -1.4856376787688088 1.7559246904797727 -0.77184934553635 -0.11992911378695581 -3.905684242899187 1.298753728042261 -1.5203886186997035 3.063437821031453 3.290618515480511 -0.019392276834394817 1.647550148557041 2.5131216112759653 1.1714164514572558 -4.25268541477751 1.5610693276386334 -0.9286295077543094 1.4636534999658375 -1.055238626029358 -0.7014527684836683 -2.1637659682848693 1.5946807618867145 1.6302415947341875 -2.2315590948426447 2.3089080561173563 3.1009813826560793
6 426 1.9305425438506465 0 15319.131817038118 1.2044053846511442 2.25623628219474 0.6286527288343964 -4.447015179400969 -1.7069148056952848 3.168767363603023 1.1959306835596675 3.531788470229703 3.006504231664824 -4.56046580352214 1.4258002928705378 2.702382928943348 3.441049306069513 -1.8995539076438626 1.267579955316919 -1.6120392959795542 -0.9850303852172533 -0.8703445393949414 -3.434520894653127 -0.31469248407374534 1.5440152311768647 1.8543893525847945 -1.8271521419136074 4.300960833642137 0.6393162743937135
7 497 2.3843786340278723 0 15319.067972398392 1.5647277231875176 3.320815023775011 -0.7491552919008525 -3.8630292736427423 -0.5065659789189787 2.3446194089237196 4.071952049612326 1.5438374708344806 3.8931078716722856 -5.715945023463798 -1.278115490764952 5.9809414919537325 1.1444851156002405 -2.892491180203605 0.8743845835605482 -2.6388971997275013 1.412888386523068 -3.9432063181713235 -5.003429460520739 -3.226363657204257 0.6875262319678062 3.7542929149712645 3.785674387859013 3.8108153070073807 2.9140724196132037
8 568 2.87602456639416 0 15319.11701983776 -1.9942792097830075 2.4853357487323224 -0.5393678598077114 -0.3686114552458566 -7.692643479525961 6.1199237389555385 0.5314624052697039 5.783475101900498 2.7400546986778234 -1.5210688482053627 -0.8612778210058982 3.527470714783682 3.219674891939623 -1.5576682951312875 1.5681109518578427 -2.4913453864837147 1.461031222171775 -1.3646639059401928 -5.737025722573574 -0.9953645387991183 1.0894494013104707 0.9268791608156135 1.0178840674305962 6.007372133110677 5.184149038605064
9 639 3.4031424411198428 0 15318.887328645113 2.5151254971575376 6.481421386882234 0.18190563782588465 -1.2544854070455767 -4.399120673237025 6.891204901351059 2.493766958776277 9.149798675640232 3.3009800941134912 -3.394979901422493 -3.1872085448845775 4.607343816821057 4.994975963969059 -3.2710297895473706 -2.423734180448034 -3.3834154603207445 1.525852233576733 1.8304342475767295 6.514505302265762 -3.4040494854390455 3.4898383687278156 -3.379080338766566 -6.882857350281389 3.558772744101467 4.047496327600099
10 710 3.826147235072166 0 15319.050311054785 1.2277957555383718 2.3585717045598384 -8.816414160021424 4.575570697604604 -2.408413738677826 4.566960404727326 3.7513004601471547 5.660331707244055 3.0529805894139255 -6.548948700118332 -6.590276658230447 9.484377775403535 2.6273865178252676 -1.7381692230614532 3.901933256227616 -12.671652053615041 3.946125330488407 -3.2226745113694806 0.7892494619125168 -0.12893040431641323 3.9852637486753775 3.0144211818325317 -10.6142229027003 2.2076701278120843 4.492069526914551
